player_id,name,field_goal_percentage,three_point_percentage,free_throw_percentage,rebounds,assists,steals,blocks,turnovers,points
231,B.J. Johnson,,,,0,0,0,0,0,0
232,Cameron Johnson,0.442,0.418,0.941,2.9,0.8,0.6,0.3,0.7,9.3
233,James Johnson,0.444,0.222,0.5,1.8,0.7,0.5,0.3,0.7,3.3
234,Keldon Johnson,0,,,0,0,0,0,0,0
235,Stanley Johnson,0.333,0.25,,1.4,0,0.2,0,0.8,1.4
236,Tyler Johnson,0.4,0.333,0.75,1.9,2.3,0.3,0.3,1.1,6.9
237,Nikola Jokic,0.464,0.221,0.788,10.1,6.1,1.2,0.6,2.6,15.7
238,Damian Jones,0.716,0.4,0.674,4,0.8,0.5,0.8,0.7,8
239,Derrick Jones,0.5,0.25,0.75,2,0.8,0.9,0.3,0.8,4.8
240,Tyus Jones,0.372,0.188,0.72,1.5,4.7,0.8,0.1,1.3,6
241,DeAndre Jordan,0.696,,0.667,9.4,2.1,0.4,1.1,1.1,8.2
242,Cory Joseph,0.364,0.229,1,2.7,4,0.7,0.5,1.4,5.7
243,Mfiondu Kabengele,0.412,0.444,1,0.7,0,0.1,0.1,0,3
244,Frank Kaminsky,0.435,0.312,0.672,5.3,2.1,0.4,0.4,1.1,11
245,Enes Kanter,0.588,0,0.657,5.9,1.1,0.6,0.4,0.8,7.4
246,Luke Kennard,0.449,0.408,0.891,3.5,4.3,0.5,0.2,1.5,16.4
247,Stanton Kidd,0,0,,0.8,0.3,0,0,0.5,0
248,Michael Kidd-Gilchrist,0.2,0.333,1,3,0.5,0,0,0.5,3.5
249,Maxi Kleber,0.434,0.38,0.893,5.9,1.1,0.3,0.7,0.7,8.4
250,Brandon Knight,0.333,0.346,0.5,1,1.9,0.6,0,0.9,4.7
251,Kevin Knox,0.371,0.359,0.66,3,1.2,0.5,0.3,0.7,7.9
252,John Konchar,,,,0,0,0,0,0,0
253,Furkan Korkmaz,0.433,0.367,0.81,2.2,0.8,0.3,0.2,0.8,9
254,Luke Kornet,0.326,0.192,1,1.7,0.5,0.2,0.8,0.3,3.3
255,Kyle Korver,0.37,0.377,0.818,1.6,0.8,0.4,0.2,0.8,5.6
256,Rodions Kurucs,0.391,0.429,0.333,2.2,0.1,0.5,0,1.2,2.3
257,Kyle Kuzma,0.433,0.36,0.692,3.5,0.8,0.3,0.4,1.8,11.3
258,Skal Labissiere,0.579,0.25,0.682,5,1.1,0.3,1,1,6.1
259,Jeremy Lamb,0.488,0.302,0.868,5.5,2.8,1.2,0.6,1.4,16.2
260,Romeo Langford,,,,0,0,0,0,0,0
261,Zach LaVine,0.436,0.414,0.807,4.1,4,1.2,0.5,3.3,22.5
262,Jake Layman,0.462,0.352,0.6,2.9,0.8,0.9,0.7,1.3,10.5
263,T.J. Leaf,0.448,0.455,0.625,3.8,0.4,0.5,0.2,0.4,4.1
264,Courtney Lee,0.588,0.571,,0.4,0.6,0,0.4,0,4.8
265,Damion Lee,0.385,0.343,0.848,3.9,1.8,0.7,0,1.2,10
266,Alex Len,0.517,0.154,0.683,4.4,0.9,0.5,0.8,1,7.3
267,Kawhi Leonard,0.436,0.318,0.852,7.7,5.2,1.9,0.8,3.4,24.5
268,Meyers Leonard,0.589,0.538,0.556,4.5,1,0.3,0.5,0.8,6
269,Caris LeVert,0.421,0.361,0.645,5,4,0.7,0.1,3.4,16.8
270,Damian Lillard,0.45,0.362,0.907,4.7,7.4,1,0.5,2.9,26.7
271,Nassir Little,0.406,0.185,0.611,3.4,0.5,0.4,0.4,0.6,4.3
272,Kevon Looney,0.375,1,0.5,3.8,0.5,0,0.5,1,3.8
273,Brook Lopez,0.393,0.279,0.932,4.9,1.4,0.7,2.5,1,10.2
274,Robin Lopez,0.489,0.342,0.588,2.8,0.7,0.2,0.7,1.3,5
275,Kevin Love,0.446,0.376,0.881,10.7,2.8,0.7,0.4,2.8,16.7
276,Kyle Lowry,0.439,0.381,0.911,4.5,7.1,1.1,0.4,3.2,20.5
277,Timothe Luwawu-Cabarrot,0,0,0.5,0,0,0,0,0,0.5
278,Trey Lyles,0.432,0.375,0.556,6.1,1.3,0.3,0.3,0.8,4.3
279,Daryl Macon,0.333,0.5,,0,0.3,0,0,0.7,1
280,Josh Magette,0.333,,0.5,1,0.7,0.7,0,1,1.7
281,Ian Mahinmi,0.4,,0.75,5,0,0,0,1,7
282,Thon Maker,0.535,0.5,0.516,1.8,0.4,0.3,0.6,0.5,3.3
283,Terance Mann,0.514,0.222,0.875,1.2,1.1,0.3,0.1,0.6,2.6
284,Boban Marjanovic,0.51,0,0.833,4.3,0.6,0.2,0.1,0.8,6.7
285,Lauri Markkanen,0.371,0.314,0.814,6.7,1.7,0.9,0.5,2,13.9
286,Caleb Martin,0.222,0,0.333,1.3,1,0.3,0.7,1,1.7
287,Cody Martin,0.357,0.056,0.682,2.3,1.1,0.8,0.1,0.4,2.9
288,Kelan Martin,0.341,0.208,,2.9,0.3,0.1,0.1,0.4,3.9
289,Frank Mason,0.25,0.5,0.5,0,1,0,0,0,2
290,Garrison Mathews,0,0,,0.5,1,0,0,0.5,0
291,Wesley Matthews,0.445,0.38,0.852,2.3,1.4,0.5,0.1,0.8,8.3
292,Patrick McCaw,0.6,0.333,0.5,3,1.5,1.5,0,1.5,4
293,CJ McCollum,0.45,0.389,0.83,4.4,3.8,0.7,0.9,2,22.1
294,T.J. McConnell,0.48,0.25,0.889,2.7,4.7,0.5,0.2,1.5,6.4
295,Jalen McDaniels,0.5,,,1,0,0,0,0,2
296,Doug McDermott,0.448,0.439,0.857,2.6,1.1,0.1,0.1,0.8,8.8
297,JaVale McGee,0.61,,0.654,6.2,0.7,0.6,1.2,0.8,7.3
298,Rodney McGruder,0.383,0.314,0.375,2.4,0.8,0.3,0.2,0.5,4
299,Alfonzo McKinnie,0.366,0.35,0.636,2.1,0.2,0.3,0.2,0.5,2.9
300,Jordan McLaughlin,0.267,0.125,1,1.8,2,0.3,0,1,2.8
301,Ben McLemore,0.385,0.338,0.852,2.4,1,0.7,0.2,0.7,9.2
302,Jordan McRae,0.473,0.394,0.895,2.4,2.8,0.6,0.3,1.1,8.9
303,Nicolo Melli,0.417,0.333,0.773,2.9,1.2,0.7,0.2,0.8,6
304,De'Anthony Melton,0.388,0.333,0.846,2.9,2.8,1.1,0.2,1.3,5.4
305,Chimezie Metu,0.583,,0.5,1.8,0.3,0,0.3,0,2.7
306,Khris Middleton,0.493,0.4,0.894,5.6,3.3,0.8,0.1,1.7,17.4
307,C.J. Miles,0.322,0.314,0.75,1.2,1.2,1,0.4,0.4,6.4
308,Malcolm Miller,0.545,0.5,0.25,0.6,0.5,0,0.1,0.3,2.3
309,Patty Mills,0.459,0.416,0.784,1.4,2.3,0.9,0.2,1,11.1
310,Paul Millsap,0.481,0.48,0.871,6,1.4,0.9,0.8,1.3,13.3
311,Shake Milton,0.345,0.235,0.857,0.9,0.5,0.1,0,1.5,3.8
312,Donovan Mitchell,0.436,0.372,0.829,4.7,3.6,1.4,0.3,2.1,24.7
313,Naz Mitrou-Long,0.375,0.182,,2,2.3,0.3,0.3,0.7,4.7
314,Malik Monk,0.441,0.264,0.848,2.6,2.3,0.4,0.3,1.5,9.3
315,E'Twaun Moore,0.421,0.382,0.636,3.2,1.4,0.5,0.1,0.7,9.6
316,Ja Morant,0.457,0.41,0.765,3.2,6.4,1.4,0.3,3.4,18.6
317,Juwan Morgan,,,,1,0,0,0,0,0
318,Marcus Morris,0.418,0.5,0.839,6,1.3,0.9,0.7,1.8,18.3
319,Markieff Morris,0.475,0.41,0.75,3.7,1.6,0.6,0.2,1.6,10.4
320,Monte Morris,0.434,0.391,0.75,1.8,3.4,0.5,0.3,0.7,7.1
321,Johnathan Motley,0.333,1,,1,1,0,0,1,1.5
322,Emmanuel Mudiay,0.475,0.259,0.773,2.5,2.2,0.3,0.2,1.7,7.2
323,Dejounte Murray,0.452,0.192,0.787,6.1,4.1,1.6,0.3,2.3,9.7
324,Jamal Murray,0.438,0.33,0.897,4.4,4.8,1.6,0.4,2.3,18.1
325,Dzanan Musa,0.306,0.171,0.759,2.6,1.4,0.4,0.1,1.3,4.8
326,Mike Muscala,0.288,0.256,0.875,2.5,1.1,0.2,0.2,0.4,3.6
327,Sviatoslav Mykhailiuk,0.415,0.45,0.833,1.2,1.3,0.3,0.1,0.9,5.6
328,Abdel Nader,0.485,0.394,0.818,1.8,0.6,0.2,0.4,1.1,6.8
329,Larry Nance,0.513,0.371,0.71,7.6,1.5,1,0.5,1,10.5
330,Shabazz Napier,0.339,0.243,0.864,2.2,3.1,1.1,0.3,1.6,7.3
331,Raul Neto,0.485,0.48,0.75,1.1,1.4,0.4,0.1,0.9,4.3
332,Georges Niang,0.469,0.393,0.7,1.7,0.5,0,0.1,0.5,4
333,Nerlens Noel,0.648,,0.775,4.7,1.5,1,1.6,1.1,7.5
334,Zach Norvell,0,,,0.5,0,0,0,0,0
335,Jaylen Nowell,0.25,0,1,0.5,1.5,0,0,0.5,1.5
336,Frank Ntilikina,0.391,0.365,0.765,2.1,3.4,1.4,0.5,1.2,6.6
337,Kendrick Nunn,0.441,0.349,0.759,2.5,3.4,1.1,0.3,2.1,15.2
338,David Nwaba,0.583,0.5,0.571,2.1,0.4,0.4,0.6,0.4,4.1
339,Royce O'Neale,0.468,0.431,0.857,4.7,2.6,0.7,0.3,1,5.7
340,Kyle O'Quinn,0.545,0.417,0.333,3.3,1.3,0.2,0.5,0.9,3.3
341,Semi Ojeleye,0.412,0.355,0.7,1.9,0.4,0.3,0,0.2,2.9
342,Jahlil Okafor,0.653,0.5,0.667,4.7,1.3,0.3,1,1.5,9.5
343,Elie Okobo,0.404,0.4,0.579,1,2.5,0.3,0,0.3,4.2
344,Josh Okogie,0.441,0.289,0.754,5.3,1.7,1.1,0.4,1.6,8.6
345,KZ Okpala,,,,0.5,0,0,0,0.5,0
346,Kelly Olynyk,0.469,0.43,0.879,5,1.4,1,0.4,1.4,9.3
347,Miye Oni,,,,0,0,0,0,0.5,0
348,Cedi Osman,0.428,0.372,0.667,3.7,2.1,1.1,0.3,1.3,10
349,Kelly Oubre,0.445,0.337,0.784,6.1,1.6,1.5,0.7,1.6,17.1
350,Jabari Parker,0.498,0.262,0.722,6.3,1.9,1.5,0.5,1.9,16
351,Chandler Parsons,0.333,0.3,,1.3,0.7,1.3,0,0.3,3.7
352,Eric Paschall,0.507,0.304,0.811,5.3,1.8,0.4,0.3,1.7,17.1
353,Patrick Patterson,0.398,0.42,0.6,2.9,0.8,0.1,0.1,0.3,5
354,Justin Patton,0.333,0,,1,0,0,0,0.5,1
355,Chris Paul,0.455,0.375,0.895,4.1,6,1.5,0.1,1.8,15.8
356,Elfrid Payton,0.382,0.625,0.833,2.8,3.4,2,0,2.2,7.2
357,Norvel Pelle,,,0.75,2,1,0,4,2,3
358,Theo Pinson,0.267,0.195,0.917,2.2,2.4,0.5,0,1.5,5
359,Mason Plumlee,0.604,0,0.529,5.9,2.3,0.8,0.8,1.6,7.2
360,Vincent Poirier,0.5,,0.5,1.3,0.4,0.1,0.3,0.4,1.4
361,Jakob Poltl,0.594,,0.559,6,1.5,0.6,1.3,0.9,6
362,Shamorie Ponds,0.5,0,,0.5,1,0,0.5,0,2
363,Jordan Poole,0.258,0.246,0.857,2.3,2,0.6,0.3,1.2,7.9
364,Kevin Porter,0.408,0.261,0.76,3.3,1.8,0.8,0.2,1.4,6.9
365,Michael Porter,0.467,0.333,0.625,2.4,0.4,0,0.3,0.7,4.3
366,Otto Porter,0.417,0.4,0.75,3.4,1.6,1,0.3,0.8,11.2
367,Bobby Portis,0.399,0.365,0.72,5.8,1.1,0.6,0.3,1,8.9
368,Kristaps Porzingis,0.395,0.35,0.701,8.9,1.4,0.6,2.2,1.6,16.8
369,Dwight Powell,0.677,0.462,0.538,4.6,1.3,0.7,0.4,0.9,8.5
370,Norman Powell,0.472,0.374,0.83,4,1.6,1,0.3,1.4,13.4
371,Julius Randle,0.442,0.241,0.661,8.5,3.5,0.7,0.1,3.3,16.8
372,Cam Reddish,0.318,0.247,0.757,3.7,1.6,1,0.4,1.7,8.1
373,J.J. Redick,0.447,0.471,0.847,3.2,2,0.5,0.2,1.4,15.6
374,Josh Richardson,0.456,0.386,0.8,3.4,3.6,1.1,0.6,2.3,16.1
375,Austin Rivers,0.416,0.33,0.714,2.8,1.5,0.5,0.1,0.7,8.5
376,Duncan Robinson,0.466,0.428,0.938,2.9,0.8,0.7,0.4,0.7,11
377,Glenn Robinson,0.459,0.39,0.844,4.6,1.8,0.9,0.3,0.9,11.8
378,Jerome Robinson,0.338,0.314,0.625,1.7,1.1,0.3,0.4,0.7,3.9
379,Justin Robinson,0.4,1,,0.8,0.5,0,0,0.5,1.3
380,Mitchell Robinson,0.685,,0.614,6.7,0.6,0.7,1.9,0.8,8.9
381,Rajon Rondo,0.462,0.528,0.727,3.5,5.8,1.1,0.1,1.8,8.5
382,Derrick Rose,0.485,0.325,0.865,2,5.7,0.8,0.4,2.5,15.8
383,Terrence Ross,0.41,0.312,0.867,2.9,1,1,0.3,1.2,13
384,Terry Rozier,0.442,0.419,0.868,4.4,4.2,1.2,0.2,2.8,17.9
385,Ricky Rubio,0.391,0.31,0.83,4.8,8.7,1.5,0.1,1.8,12.6
386,D'Angelo Russell,0.45,0.347,0.758,3.8,6.2,0.7,0.4,3.3,22.3
387,Domantas Sabonis,0.511,0.208,0.791,13,3.8,0.8,0.5,2.8,18.4
388,JaKarr Sampson,0.561,0.2,0.286,2.7,0.4,0.6,0.7,0.7,5.6
389,Dario Saric,0.42,0.344,0.861,7,2,0.9,0.5,1.4,10.8
390,Tomas Satoransky,0.446,0.397,0.875,3.3,5.3,1.5,0.1,2.2,9.6
391,Admiral Schofield,0.583,0.444,1,1.1,0.1,0,0,0.3,2.8
392,Dennis Schroder,0.452,0.302,0.786,3.9,3.7,0.8,0.3,2.8,16
393,Mike Scott,0.394,0.319,0.909,3.3,0.7,0.3,0.1,0.5,5.4
394,Thabo Sefolosha,0.326,0.296,,2.3,0.8,0.4,0.2,0.3,2
395,Collin Sexton,0.444,0.325,0.808,3.2,2.4,0.9,0,1.9,18.1
396,Landry Shamet,0.39,0.362,1,1.5,1.7,0.4,0.1,1.2,9.1
397,Iman Shumpert,0.333,0.226,0.6,2.8,0.9,1.1,0.2,0.9,4.4
398,Pascal Siakam,0.464,0.376,0.82,8.6,3.8,0.9,0.7,2.9,25
399,Chris Silva,0.683,0,0.714,4,0.7,0.3,0.7,1.2,3.8
400,Ben Simmons,0.544,0.333,0.562,6.9,8.5,2.5,0.5,3.9,13.2
401,Anfernee Simons,0.417,0.337,0.744,1.8,1.6,0.4,0.1,1,10.2
402,Marcus Smart,0.387,0.333,0.879,3.4,4.6,1.3,0.5,1.3,11.8
403,Dennis Smith,0.337,0.3,0.565,1.7,3,0.4,0.3,1.6,5.7
404,Ish Smith,0.453,0.367,0.667,2.9,4.3,0.8,0.3,1,8.9
405,Tony Snell,0.47,0.45,1,1.7,1.5,0.4,0.1,0.5,7.8
406,Omari Spellman,0.432,0.354,0.829,5.6,1,0.7,0.7,1.4,7.8
407,Max Strus,0.667,0,1,0.5,0,0,0,0,2.5
408,Edmond Sumner,0.5,0,0.6,1,2,1.7,0.3,0.3,7
409,Caleb Swanigan,0.5,,0.5,1,0,0.3,0.5,0.8,0.8
410,Jayson Tatum,0.412,0.357,0.828,7,2.9,1.4,0.7,2.1,21.2
411,Jeff Teague,0.433,0.318,0.866,2.8,7.5,0.9,0.3,2.2,13
412,Garrett Temple,0.416,0.361,0.76,3.1,2.3,1,0.6,1.1,10
413,Daniel Theis,0.5,0.2,0.677,6.7,1.3,0.5,1.6,0.8,6.6
414,Isaiah Thomas,0.446,0.41,0.8,1.8,5.1,0.5,0.2,2.2,12.6
415,Khyri Thomas,,,0.5,0,0,0,0,0,0.5
416,Matt Thomas,0.541,0.538,0.6,1.1,0.3,0.3,0,0.3,4.8
417,Tristan Thompson,0.511,0.429,0.609,10.4,2.4,0.9,1.3,1.5,13.7
418,Matisse Thybulle,0.411,0.425,0.706,1,1.2,1.5,0.7,1,4.2
419,Anthony Tolliver,0.293,0.283,0.818,3.1,0.6,0.2,0.4,0.6,3.3
420,Karl-Anthony Towns,0.512,0.434,0.802,11.9,4.5,1.1,1.4,3.1,26.2
421,Gary Trent,0.455,0.478,,1.1,0.5,0.2,0.2,0.2,3.7
422,Allonzo Trier,0.522,0.444,0.821,1.5,1.3,0.2,0.3,1.5,7.5
423,P.J. Tucker,0.531,0.462,0.8,6.5,1.5,1.4,0.5,1,10.1
424,Evan Turner,0.397,0,0.857,2.1,2.3,0.6,0.6,1.4,4.1
425,Myles Turner,0.436,0.375,0.735,5.6,1.1,0.6,2.3,1.6,11.6
426,Jonas Valanciunas,0.567,0.333,0.837,10,1.8,0.4,0.9,2.2,14.5
427,Denzel Valentine,0.429,0.444,,2.1,0.9,0.4,0.1,0.2,5.3
428,Jarred Vanderbilt,,,,0.7,0.3,0,0,0.3,0
429,Fred VanVleet,0.41,0.397,0.874,3.9,7.3,2,0.1,2.4,18.7
430,Noah Vonleh,0.465,0.1,0.842,3.6,1.1,0.3,0.2,0.9,4.1
431,Nikola Vucevic,0.45,0.32,0.846,11.6,3.5,0.6,1.1,1.4,17.1
432,Dean Wade,0.5,1,,0.7,0,0.3,0,0,1
433,Moritz Wagner,0.587,0.385,0.842,6.1,1.3,0.8,0.6,2.2,12
434,Kemba Walker,0.413,0.395,0.911,4.6,5,1,0.6,2.2,21.8
435,Lonnie Walker,0.435,0.375,0.385,1.3,0.5,0.3,0.1,0.4,4.1
436,Tyrone Wallace,0.318,0.067,0.647,1.6,0.9,0.5,0.1,0.7,2.9
437,Taurean Waller-Prince,0.417,0.408,0.724,6,2.1,0.9,0.4,2.1,13.6
438,Derrick Walton,0.333,0.25,1,0.1,0.6,0.1,0,0.1,1.1
439,Brad Wanamaker,0.486,0.379,0.898,2,2.9,0.8,0.2,1.1,7.5
440,T.J. Warren,0.514,0.406,0.825,3.3,1.1,1.1,0.3,1.4,18.4
441,PJ Washington,0.491,0.421,0.64,5,1.7,1.1,0.8,1.3,11.8
442,Yuta Watanabe,0.667,,,0.5,0,0,0,0,2
443,Tremont Waters,0.286,0.2,1,2,3,1,2,2,7
444,Russell Westbrook,0.399,0.216,0.737,8.1,7.3,1.5,0.3,4.5,21.7
445,Coby White,0.367,0.35,0.775,3.5,2.1,0.7,0,1.3,12.5
446,Derrick White,0.452,0.392,0.788,2.3,2.9,0.4,0.7,1.2,9.7
447,Hassan Whiteside,0.603,,0.747,12.5,1.3,0.5,2.1,2.1,15.4
448,Andrew Wiggins,0.45,0.345,0.716,5.4,3.4,0.6,1.3,1.9,24.9
449,Grant Williams,0.246,0,0.824,2.2,0.9,0.4,0.6,0.8,2.1
450,Kenrich Williams,0.427,0.35,0.429,5.9,1.8,0.9,0.8,0.8,5.6
451,Lou Williams,0.422,0.357,0.848,3.3,6.2,0.6,0.1,3.3,20.7
452,Marvin Williams,0.496,0.4,0.9,2.8,1,0.7,0.4,0.7,7.6
453,Robert Williams,0.673,,0.571,4.6,1.1,0.9,1.1,0.8,3.9
454,Nigel Williams-Goss,0,0,1,0.3,0.3,0,0.2,0.2,0.3
455,D.J. Wilson,0.5,0.345,1,2.3,0.8,0,0.1,0.5,5.2
456,Justise Winslow,0.394,0.231,0.667,7.1,4.3,0.6,0.4,2.3,12.4
457,Christian Wood,0.617,0.484,0.66,4.4,0.6,0.3,0.9,1,9
458,Delon Wright,0.481,0.351,0.824,3.6,3.5,1.2,0.3,0.7,7.9
459,Thaddeus Young,0.4,0.333,0.586,4.3,1.6,1,0.3,1.6,8.8
460,Trae Young,0.463,0.393,0.853,4,8.4,1.3,0,5,28.7
461,Cody Zeller,0.53,0.351,0.64,7.7,1.2,0.5,0.5,1.7,11.3
463,Ivica Zubac,0.592,0,0.827,6.7,0.9,0.2,1,0.9,8.3